"sim_idx","method","converged","calibrated","n","prevalence","incub","true_beta","pred_beta","err_beta_pct","true_R0","pred_R0","err_R0_pct","mae","rmse","smape","pearson_r","peak_day_true","peak_day_pred","peak_day_err","peak_size_true","peak_size_pred","rel_peak_err","dieout_pred","time_sec","cpu_sec","n_evals","n_model_runs"
11476,"ABC",TRUE,"beta",5115,0.041446727,7.4616013,0.39212394,0.35025736102311,10.6768739674811,2.10041030223439,1.87615214089293,10.6768739896262,1.77472527472527,4.26089424654259,17.0935456987585,0.985771325132925,39,40,1,87,61,29.885057127758,0,NA,NA,NA,400
11476,"ABC-SMC",TRUE,"beta",5115,0.041446727,7.4616013,0.39212394,0.338233993427854,13.7430901144967,2.10041030223439,1.811749020888,13.7430901430015,2.12774725274725,4.96948103510233,21.0654794718369,0.98410534949224,39,46,7,87,58,33.3333329501916,0,NA,NA,NA,400
11476,"NelderMead",TRUE,"beta",5115,0.041446727,7.4616013,0.39212394,10.0005,2450.34160258019,2.10041030223439,53.5676378940165,2450.34160766248,19.7554945054945,60.8632384219636,60.8088172155748,0.183212525463899,39,8,31,87,479,450.574707464659,0,NA,NA,NA,400
11476,"DE",TRUE,"beta",5115,0.041446727,7.4616013,0.39212394,0.367459058480453,6.29007284193009,2.10041030223439,1.96829296390752,6.29007285497643,1.57142857142857,3.76380243785574,12.5563629082556,0.984874340326746,39,45,6,87,68,21.8390802087462,0,NA,NA,NA,400
11476,"BiLSTM",TRUE,"beta",5115,0.041446727,7.4616013,0.39212394,0.383149921894073,2.28856674321921,2.10041030223439,2.05234101046372,2.28856674796596,1.80082417582418,4.15107890119617,12.1673237811634,0.980918774731931,39,39,0,87,73,16.0919538380235,0,NA,NA,NA,400
11544,"ABC",TRUE,"beta",9233,0.18942922,18.343367,0.7433904,1.77147230817669,138.296365784886,4.4932295150604,10.7072026491218,138.296365940142,9.78159340659341,24.362574319487,31.4240831765517,0.925923819500787,35,17,18,195,282,44.6153843865878,0,NA,NA,NA,400
11544,"ABC-SMC",TRUE,"beta",9233,0.18942922,18.343367,0.7433904,0.796447749565871,7.13721208862785,4.4932295150604,4.81392083561048,7.1372120966403,2.3021978021978,5.14407799916938,14.4121220543394,0.99542005047139,35,24,11,195,197,1.02564102038133,0,NA,NA,NA,400
11544,"NelderMead",TRUE,"beta",9233,0.18942922,18.343367,0.7433904,10.0005,1245.25546570785,4.4932295150604,60.4454157134146,1245.25546710581,16.0879120879121,45.4198666413089,41.257049718504,0.766247901150648,35,8,27,195,392,101.025640507561,0,NA,NA,NA,400
11544,"DE",TRUE,"beta",9233,0.18942922,18.343367,0.7433904,0.731702005537292,1.57230903802159,4.4932295150604,4.42258206120102,1.57230903978673,1.9217032967033,4.55091767101446,13.9426275841659,0.995995417514386,35,25,10,195,187,4.10256408152531,0,NA,NA,NA,400
11544,"BiLSTM",TRUE,"beta",9233,0.18942922,18.343367,0.7433904,0.724809527397156,2.49947706855637,4.4932295150604,4.38092227354278,2.49947707136237,1.91895604395604,4.5540858360595,13.918283513669,0.995984910366895,35,25,10,195,187,4.10256408152531,0,NA,NA,NA,400
